functionName,Invocation,ResponseTime
vidsplit,2,0.6768550872802734
modect,2,0.5542635917663574
facextract,2,1.3529915809631348
facerec,2,4.070364236831665
vidsplit,3,0.5097510814666748
modect,3,0.43543195724487305
facextract,3,0.8879504203796387
facerec,3,1.3961009979248047
vidsplit,4,0.49757957458496094
modect,4,0.47686314582824707
facextract,4,0.9330406188964844
facerec,4,1.3749761581420898
vidsplit,5,0.48809266090393066
modect,5,0.4308006763458252
facextract,5,0.8907666206359863
facerec,5,1.3426318168640137
vidsplit,6,0.523385763168335
modect,6,0.4389491081237793
facextract,6,0.9009952545166016
facerec,6,1.331458568572998
vidsplit,7,0.5217170715332031
modect,7,0.4444894790649414
facextract,7,0.8799774646759033
facerec,7,1.3508327007293701
vidsplit,8,0.5224947929382324
modect,8,0.4469301700592041
facextract,8,0.9041352272033691
facerec,8,1.3458189964294434
vidsplit,9,0.49335455894470215
modect,9,0.44576144218444824
facextract,9,0.8979048728942871
facerec,9,1.335301399230957
vidsplit,10,0.5277409553527832
modect,10,0.4592881202697754
facextract,10,0.9396092891693115
facerec,10,1.4566459655761719
vidsplit,11,0.5425193309783936
modect,11,0.5238978862762451
facextract,11,0.9536066055297852
facerec,11,1.4627223014831543
vidsplit,12,0.5199413299560547
modect,12,0.5060758590698242
facextract,12,0.9516983032226562
facerec,12,1.4077742099761963
vidsplit,13,0.5164711475372314
modect,13,0.49118709564208984
facextract,13,0.9589712619781494
facerec,13,1.4237735271453857
vidsplit,14,0.5194277763366699
modect,14,0.4977571964263916
facextract,14,0.9680342674255371
facerec,14,1.4149179458618164
vidsplit,15,0.5139279365539551
modect,15,0.49005722999572754
facextract,15,0.946176290512085
facerec,15,1.414238452911377
vidsplit,16,0.5162153244018555
modect,16,0.48673582077026367
facextract,16,0.9586751461029053
facerec,16,1.4222378730773926
vidsplit,17,0.5109343528747559
modect,17,0.47883105278015137
facextract,17,0.9545543193817139
facerec,17,1.4003114700317383
vidsplit,18,0.5217351913452148
modect,18,0.5186448097229004
facextract,18,0.9476292133331299
facerec,18,1.4735968112945557
vidsplit,19,0.5315966606140137
modect,19,0.50777268409729
facextract,19,0.9459035396575928
facerec,19,1.429908037185669
